BL/AWB/PRO	Container	Purchase Order	Forwarder	Est. POL Date	Est. POD Date	Mode	POL	País	Customs Inspection	Planned to HUB	Planned to Warehouse	Cont. Date 1	Carrier	Order Qty	Transport price
1051096678	TCLU8786580	121756- 122067- 122078- 122074- 122080- 122117- 122127- 122150- 124514- 124510- 125172- 125178- 125371- 125412- 125413- 125620- 125625- 125627- 125633- 125545- 125551- 125555- 125561- 125572- 125581- 125592- 125599- 125603- 125614- 125610- 125636- 125643- 125646- 125640	Kuehne & Nagel	13/2/2023	12/3/2023	Ocean	Chattogram- BD		1	1		21/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	46807	1825
1051137129	TGBU5498170	125387- 125390- 125456- 125475- 125499- 125496- 125538- 125540- 125532- 125534- 125533- 125553- 125566- 125569- 125570- 125576- 125582- 125596- 125594- 125601- 125597- 125600- 125602- 125606- 125605- 125652- 125656- 125672- 125683- 125692- 125686- 125688- 125697- 125693- 125701- 125705- 125700- 125714- 125708- 125711- 125719	Kuehne & Nagel	13/2/2023	12/3/2023	Ocean	Chattogram- BD			1		20/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	16940	1825
1051136971	SEGU5814061	121656- 121672- 121681- 121687- 121697- 121711- 121716- 121722- 121724- 121729- 121792- 121797- 121806- 121805- 121803- 121849- 121844- 121841- 125416- 125424- 125425- 125434- 125439	Kuehne & Nagel	13/2/2023	12/3/2023	Ocean	Chattogram- BD			1		16/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	34503	1825
1051137294	TGBU5498170	125387- 125390- 125456- 125475- 125499- 125496- 125538- 125540- 125532- 125534- 125533- 125553- 125566- 125569- 125570- 125576- 125582- 125596- 125594- 125601- 125597- 125600- 125602- 125606- 125605- 125652- 125656- 125672- 125683- 125692- 125686- 125688- 125697- 125693- 125701- 125705- 125700- 125714- 125708- 125711- 125719	Kuehne & Nagel	13/2/2023	12/3/2023	Ocean	Chattogram- BD			1		20/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	17648	1825
1051137415	TCLU8786580	121756- 122067- 122078- 122074- 122080- 122117- 122127- 122150- 124514- 124510- 125172- 125178- 125371- 125412- 125413- 125620- 125625- 125627- 125633- 125545- 125551- 125555- 125561- 125572- 125581- 125592- 125599- 125603- 125614- 125610- 125636- 125643- 125646- 125640	Kuehne & Nagel	13/2/2023	12/3/2023	Ocean	Chattogram- BD		1	1		21/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	32502	1825
1051183066	TCNU6371067	121277- 121278- 121280- 121284- 121286- 121553- 121564- 121570- 121575- 121641- 121638- 121636- 124718- 124715- 124743- 124745- 124836- 125495	Kuehne & Nagel	13/2/2023	12/3/2023	Ocean	Chattogram- BD			1		17/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	14004	1825
1051162353	TGBU5498170	125387- 125390- 125456- 125475- 125499- 125496- 125538- 125540- 125532- 125534- 125533- 125553- 125566- 125569- 125570- 125576- 125582- 125596- 125594- 125601- 125597- 125600- 125602- 125606- 125605- 125652- 125656- 125672- 125683- 125692- 125686- 125688- 125697- 125693- 125701- 125705- 125700- 125714- 125708- 125711- 125719	Kuehne & Nagel	13/2/2023	12/3/2023	Ocean	Chattogram- BD			1		20/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	20700	1825
SWT0307VLC0586C	TGHU0883319	122871- 125063	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	16/3/2023	Ocean	Karachi- PK				1	23/3/2023	Mediterranean Shipping Company (MSC)	4530	1200
SWT0307VLC0586B	TGHU0883319	126360	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	16/3/2023	Ocean	Karachi- PK				1	23/3/2023	Mediterranean Shipping Company (MSC)	700	1200
SWT0307VLC0586A	TGHU0883319	126381- 126385- 126382- 126386	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	16/3/2023	Ocean	Karachi- PK				1	23/3/2023	Mediterranean Shipping Company (MSC)	1740	1850
XM2302004A/01	TCNU7880388	121845- 121850- 122214- 123573- 124331- 124336- 124441- 124466- 124491- 124555- 125819- 125902- 125938- 125924- 125948- 125950- 125972- 125971- 125989- 125990- 125995- 125983- 125979- 125994	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN				1	27/3/2023	Mediterranean Shipping Company (MSC)	11142	2200
XM2302004A/01	TEMU8214299	124555- 124557	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN			1		27/3/2023	Mediterranean Shipping Company (MSC)	19638	2200
XM2302004A/02	TCNU7880388	121845- 121850- 122214- 123573- 124331- 124336- 124441- 124466- 124491- 124555- 125819- 125902- 125938- 125924- 125948- 125950- 125972- 125971- 125989- 125990- 125995- 125983- 125979- 125994	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN				1	27/3/2023	Mediterranean Shipping Company (MSC)	3900	2200
XM2302004A/03	TCNU7880388	121845- 121850- 122214- 123573- 124331- 124336- 124441- 124466- 124491- 124555- 125819- 125902- 125938- 125924- 125948- 125950- 125972- 125971- 125989- 125990- 125995- 125983- 125979- 125994	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN				1	27/3/2023	Mediterranean Shipping Company (MSC)	1250	2200
XM2302004A/04	TCNU7880388	121845- 121850- 122214- 123573- 124331- 124336- 124441- 124466- 124491- 124555- 125819- 125902- 125938- 125924- 125948- 125950- 125972- 125971- 125989- 125990- 125995- 125983- 125979- 125994	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN				1	27/3/2023	Mediterranean Shipping Company (MSC)	2500	2200
XM2302004A/05	TCNU7880388	121845- 121850- 122214- 123573- 124331- 124336- 124441- 124466- 124491- 124555- 125819- 125902- 125938- 125924- 125948- 125950- 125972- 125971- 125989- 125990- 125995- 125983- 125979- 125994	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN				1	27/3/2023	Mediterranean Shipping Company (MSC)	3750	2200
XM2302004B/01	TTNU5904502	124571- 124582- 125096- 127754- 127750- 127763- 127764- 127768	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN			1		27/3/2023	Mediterranean Shipping Company (MSC)	399	2200
XM2302004B/02	TTNU5904502	124571- 124582- 125096- 127754- 127750- 127763- 127764- 127768	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN			1		27/3/2023	Mediterranean Shipping Company (MSC)	27506	2200
XM2302004C	FFAU2961036	127918- 127922- 127923	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN				1	23/3/2023	Mediterranean Shipping Company (MSC)	15149	2200
XM2302004C	MEDU7655234	126406- 126787- 126789- 127673- 127686- 127926	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN			1	1	24/3/2023	Mediterranean Shipping Company (MSC)	9006	2200
XM2302004A/06	TCNU7880388	121845- 121850- 122214- 123573- 124331- 124336- 124441- 124466- 124491- 124555- 125819- 125902- 125938- 125924- 125948- 125950- 125972- 125971- 125989- 125990- 125995- 125983- 125979- 125994	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	16/2/2023	24/3/2023	Ocean	Xiamen- CN			1	1	27/3/2023	Mediterranean Shipping Company (MSC)	1710	2200
NBH0223IO00977	FANU3092516	127803- 127807- 127805	Raminatrans	16/2/2023	27/3/2023	Ocean	Ningbo- CN			1		29/3/2023	Ocean Network Express Pte. Ltd.	60202	2300
NBH0223QC00891	TCNU8816927	127773- 127797- 127798- 127799- 127809- 127816- 127823	Raminatrans	16/2/2023	27/3/2023	Ocean	Ningbo- CN			1		30/3/2023	Hapag - Lloyd	7608	2300
MLVLC2302048	MEDU5743505	121120- 121165	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	17/2/2023	21/3/2023	Ocean	Haiphong- VN			1		27/3/2023	Mediterranean Shipping Company (MSC)	2003	500
SFPC2302124870	SEKU4420371	125223- 125226- 125246- 125279- 125281- 125250- 125248- 125269- 125286- 125289- 125293- 125296- 125392- 125395- 125401- 125404- 125398- 125410- 125429- 125407- 125448- 125453- 125451- 126147- 126148- 126151- 126155- 126156- 126152- 126185- 126189- 126199- 126198- 126208- 125337- 125372- 125667- 125787- 125808- 125793- 125816- 126072- 126077- 126083- 125341- 125345- 125470- 125302- 125308- 125305- 125299- 125334- 125327- 125313	Raminatrans	17/2/2023	27/3/2023	Ocean	Tuticorin- IN			1		31/3/2023	Ocean Network Express Pte. Ltd.	26501	1665
ME230462/01	MRSU3458436	127711- 127827- 127835	Raminatrans	20/2/2023	29/3/2023	Ocean	Fuzhou- CN			1		4/4/2023	Maersk Line	49124	3075
XMVLC2302017	MRSU4691458	122387- 122389- 122380- 122384- 127706- 127709- 127800	Raminatrans	20/2/2023	29/3/2023	Ocean	Fuzhou- CN			1		5/4/2023	Maersk Line	16403	3075
XMVLC2302018	MRSU4691458	127679- 127806- 127824	Raminatrans	20/2/2023	29/3/2023	Ocean	Fuzhou- CN			1		6/4/2023	Maersk Line	7000	3075
XMVLC2302022	MSKU8478434	127693- 127817	Raminatrans	20/2/2023	29/3/2023	Ocean	Fuzhou- CN			1		5/4/2023	Maersk Line	23183	3075
ME230462/01	PONU7661116	127667- 127681- 127731- 127818- 127825- 127836	Raminatrans	20/2/2023	29/3/2023	Ocean	Fuzhou- CN			1		4/4/2023	Maersk Line	1980	3075
ME230462/02	PONU7661116	127732- 127782- 127827- 127836	Raminatrans	20/2/2023	29/3/2023	Ocean	Fuzhou- CN			1		6/4/2023	Maersk Line	15955	3075
ME230462/03	PONU7661116	122387- 122389- 122380- 122384- 127706- 127709- 127800	Raminatrans	20/2/2023	29/3/2023	Ocean	Fuzhou- CN			1		5/4/2023	Maersk Line	6500	3075
1051127475	TGBU7155817	125542- 125550- 125607	Kuehne & Nagel	21/2/2023	19/3/2023	Ocean	Chattogram- BD				1	23/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	58194	1825
1051258187	CAIU8509001	121344- 121345- 121343- 121342- 121341- 121520- 121532- 121540- 121741- 121744- 121760- 121748- 121752- 121767- 121764- 121763- 121766- 121765- 121770- 121776- 121773- 121778- 121780- 121784- 121809- 121819- 121824- 121821- 121829- 121820- 121832- 121835- 121855- 121990- 125621	Kuehne & Nagel	21/2/2023	20/3/2023	Ocean	Chattogram- BD		1	1		28/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	92501	1825
1051258187	TRHU8484791	121366- 121364- 121378- 121436- 121513	Kuehne & Nagel	21/2/2023	20/3/2023	Ocean	Chattogram- BD		1	1		27/3/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	62082	1825
XMVLC2302017	TCKU6837593	124874- 126221- 125944- 126194- 126193- 125949- 126092- 126094- 126277- 126276- 126287- 126288- 126976	Raminatrans	23/2/2023	29/3/2023	Ocean	Shanghai- CN				1	4/4/2023	Maersk Line	24501	2300
XMVLC2302022	TCKU7257162	124874- 126221- 125944- 126194- 126193- 125949- 126092- 126094- 126277- 126276- 126287- 126288- 126976	Raminatrans	23/2/2023	29/3/2023	Ocean	Shanghai- CN				1	4/4/2023	Maersk Line	26388	2300
XMVLC2302017	TEMU6664888	122426- 126221	Raminatrans	23/2/2023	29/3/2023	Ocean	Shanghai- CN				1	4/4/2023	Maersk Line	22253	2300
XMVLC2302013	TLLU5997150	124874- 126221- 125944- 126194- 126193- 125949- 126092- 126094- 126277- 126276- 126287- 126288- 126976	Raminatrans	23/2/2023	29/3/2023	Ocean	Shanghai- CN					4/4/2023	Maersk Line	19785	2300
NBH0223QB02418	UESU4620420	127751- 127778	Raminatrans	24/2/2023	26/3/2023	Ocean	Ningbo- CN				1	29/3/2023	Maersk Line	20130	2300
SFPC2302125086	TCNU4129455	126247- 125806- 125821- 125815- 125822- 126001- 126007- 125997- 126012- 125691- 125687- 125723- 125722- 125734- 125780- 125826- 125730- 125781- 125827- 126238- 126242- 125276- 125297- 125321- 125330- 126113- 126220- 126234- 126228- 126253- 126257- 126262- 135650- 135647	Raminatrans	24/2/2023	27/3/2023	Ocean	Tuticorin- IN				1	29/3/2023	Ocean Network Express Pte. Ltd.	17354	1665
SFPC2302125087	TCNU4129455	126247- 125806- 125821- 125815- 125822- 126001- 126007- 125997- 126012- 125691- 125687- 125723- 125722- 125734- 125780- 125826- 125730- 125781- 125827- 126238- 126242- 125276- 125297- 125321- 125330- 126113- 126220- 126234- 126228- 126253- 126257- 126262- 135650- 135647	Raminatrans	24/2/2023	27/3/2023	Ocean	Tuticorin- IN				1	29/3/2023	Hapag - Lloyd	12505	1665
ME230459/02	MRKU1004513	127778	Raminatrans	24/2/2023	30/3/2023	Ocean	Ningbo- CN			1		6/4/2023	Maersk Line	1500	2300
ME230459/01	MRKU1004513	127723	Raminatrans	24/2/2023	30/3/2023	Ocean	Ningbo- CN			1		5/4/2023	Maersk Line	11040	2300
NBH0223CT02532	MRSU6456376	129042- 129044- 129043- 129237- 129379- 129787	Raminatrans	24/2/2023	30/3/2023	Ocean	Ningbo- CN				1	5/4/2023	Maersk Line	12662	2300
NBH0223IU03091	MSKU9659484	129042- 129044- 129043- 129237- 129379- 129787	Raminatrans	24/2/2023	30/3/2023	Ocean	Ningbo- CN				1	5/4/2023	Maersk Line	306	2300
NBH0223HY02918	MSKU9659484	129042- 129044- 129043- 129237- 129379- 129787	Raminatrans	24/2/2023	30/3/2023	Ocean	Ningbo- CN				1	5/4/2023	Maersk Line	250	2300
A000459715	CMAU3154730	122524- 122531- 122532- 122527- 122538- 122533- 122542- 122552- 122554- 122558- 122560- 122578- 122581	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	25/2/2023	7/3/2023	Ocean	Istanbul- TR		1	1		13/3/2023	CMA - CGM Inc.	17460	650
XM2302008B	MEDU8761610	124536- 126678- 126680- 127777	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	4/4/2023	Mediterranean Shipping Company (MSC)	6502	2200
XM2302008B	TEMU6714470	127777	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	5/4/2023	Mediterranean Shipping Company (MSC)	1701	2200
XM2302008A	MEDU8380759	127685	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	3/4/2023	Mediterranean Shipping Company (MSC)	4203	2200
XM2302008A	MSCU8856108	122349- 122876- 127774	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	3/4/2023	Mediterranean Shipping Company (MSC)	104770	2200
XM2302008C	MSMU4661495	121333- 121360- 121357- 126659- 126661- 127777	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	5/4/2023	Mediterranean Shipping Company (MSC)	6203	2200
XM2302008C	TCLU5477397	124527- 124604- 124605	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	5/4/2023	Mediterranean Shipping Company (MSC)	80980	2200
XM2302008D/01	MSMU7553750	126401- 126807- 126809- 126812- 126811- 127683	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		4/4/2023	Mediterranean Shipping Company (MSC)	1000	2200
XM2302008D/01	TCNU2466544	126801- 126803- 126805- 127671- 127678- 127941- 127936- 127939	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		4/4/2023	Mediterranean Shipping Company (MSC)	12100	2200
XM2302008D/02	MSMU7553750	126401- 126807- 126809- 126812- 126811- 127683	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		4/4/2023	Mediterranean Shipping Company (MSC)	4615	2200
XM2302008E/01	TCNU3127550	121386- 121159- 120887- 120896- 120906- 120928	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		3/4/2023	Mediterranean Shipping Company (MSC)	7100	2200
XM2302008E/01	TEMU8309537	124480- 124501- 124500- 124804- 124805- 125923- 121420- 121433- 121208- 127834- 127869- 127886	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		4/4/2023	Mediterranean Shipping Company (MSC)	1500	2200
XM2302008E/02	TEMU8309537	124480- 124501- 124500- 124804- 124805- 125923- 121420- 121433- 121208- 127834- 127869- 127886	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		4/4/2023	Mediterranean Shipping Company (MSC)	31302	2200
XM2302008E/03	TEMU8309537	124480- 124501- 124500- 124804- 124805- 125923- 121420- 121433- 121208- 127834- 127869- 127886	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		4/4/2023	Mediterranean Shipping Company (MSC)	7300	2200
XM2302008F/01	CXDU2116428	121267- 121302- 121363- 121369- 121616- 121619- 125753- 125772- 126698- 127832- 127846- 127849- 127844- 127871- 127992- 128340- 128339	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	4/4/2023	Mediterranean Shipping Company (MSC)	6702	2200
XM2302008F/01	TCLU7751547	125736- 125747- 125762- 125771- 125782- 125765- 125775- 125770- 125859- 125855- 125864- 125867- 125870- 125880- 125886- 125889- 125940- 127873- 128048- 128096- 128098- 128105- 128103- 128210	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		4/4/2023	Mediterranean Shipping Company (MSC)	10507	2200
XM2302008F/02	CXDU2116428	121267- 121302- 121363- 121369- 121616- 121619- 125753- 125772- 126698- 127832- 127846- 127849- 127844- 127871- 127992- 128340- 128339	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	4/4/2023	Mediterranean Shipping Company (MSC)	7702	2200
XM2302008F/03	CXDU2116428	121267- 121302- 121363- 121369- 121616- 121619- 125753- 125772- 126698- 127832- 127846- 127849- 127844- 127871- 127992- 128340- 128339	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	4/4/2023	Mediterranean Shipping Company (MSC)	8005	2200
XM2302008G	MSDU4022203	121333- 126663- 126704- 126893	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	4/4/2023	Mediterranean Shipping Company (MSC)	7204	2200
XM2302008I	CARU9985014	121439- 121443- 121153- 121184- 121189	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		3/4/2023	Mediterranean Shipping Company (MSC)	8002	2200
XM2302008I	TCLU9745950	121348- 121347	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	3/4/2023	Mediterranean Shipping Company (MSC)	9911	2200
XM2302008H	TCLU9729922	121411- 121414- 121413- 120879- 120894- 120912	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		4/4/2023	Mediterranean Shipping Company (MSC)	11501	2200
XM2302008H	TCNU2371705	120921- 121169- 121178- 121172- 121195	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		4/4/2023	Mediterranean Shipping Company (MSC)	6200	2200
XM2302008J	GLDU7392666	126867- 126862- 127482	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	4/4/2023	Mediterranean Shipping Company (MSC)	7202	2200
XM2302008J	TCLU4608949	122649- 126864- 127815	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	5/4/2023	Mediterranean Shipping Company (MSC)	19530	2200
XM2302010A	INKU6560149	120971- 120992- 120987- 121023- 121000- 121031- 121057- 120961	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		3/4/2023	Mediterranean Shipping Company (MSC)	14994	2200
XM2302010A	MSDU8766332	121387- 121429- 121427- 121453- 121456- 120814	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	6/4/2023	Mediterranean Shipping Company (MSC)	5544	2200
XM2302010B	MSDU6104574	121088- 121466- 120804- 120809- 121485	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	3/4/2023	Mediterranean Shipping Company (MSC)	16004	2200
XM2302010B	TCLU5189929	121106- 121100- 121098- 121114	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		3/4/2023	Mediterranean Shipping Company (MSC)	5899	2200
XM2302010C/01	BMOU5545176	121407- 120856- 121174- 120881	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		5/4/2023	Mediterranean Shipping Company (MSC)	5702	2200
XM2302010C/02	BMOU5545176	121407- 120856- 121174- 120881	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		5/4/2023	Mediterranean Shipping Company (MSC)	9001	2200
XM2302010D	BMOU4460958	105142- 121096- 121214- 120996	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		5/4/2023	Mediterranean Shipping Company (MSC)	90447	2200
XM2302010E	BMOU6790326	124885- 124902- 124900- 124904- 125671- 125677- 125680- 125689- 125732- 125735- 125738- 125743- 125761- 125849- 125942- 125945- 125956- 125959- 126016- 126019- 126023- 126020- 126028- 126031- 126369- 128042- 128052- 128058- 128059- 128060- 128061- 128062- 128063- 128065- 128071- 128067- 128064- 128074- 128073	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		3/4/2023	Mediterranean Shipping Company (MSC)	7304	2200
XM2302010E	CLHU4716021	125684- 125725- 125877- 125936- 125960- 125970- 125988- 126018- 128079- 128078- 128056- 128082- 128083- 128084- 128087- 128090- 128086- 128088- 128093- 128089- 128091	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		3/4/2023	Mediterranean Shipping Company (MSC)	4820	2200
XM2302010F/01	CLHU4719083	121301- 121326- 121353- 122355- 124822- 124830	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	6/4/2023	Mediterranean Shipping Company (MSC)	5903	2200
XM2302010F/01	MEDU7733701	122264- 122363	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		5/4/2023	Mediterranean Shipping Company (MSC)	29408	2200
XM2302010F/02	CLHU4719083	121301- 121326- 121353- 122355- 124822- 124830	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	6/4/2023	Mediterranean Shipping Company (MSC)	8207	2200
XM2302010F/03	CLHU4719083	121301- 121326- 121353- 122355- 124822- 124830	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN				1	6/4/2023	Mediterranean Shipping Company (MSC)	6202	2200
XM2302010H	MSDU4452056	126797- 126799- 126800- 126798	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		3/4/2023	Mediterranean Shipping Company (MSC)	3500	2200
XM2302010I	FSCU4856247	127636- 127654- 127657- 127659	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	26/2/2023	28/3/2023	Ocean	Xiamen- CN			1		3/4/2023	Mediterranean Shipping Company (MSC)	9402	2200
