BL/AWB/PRO	Container	Purchase Order	Forwarder	Est. POL Date	Est. POD Date	Mode	POL	País	Customs Inspection	Planned to HUB	Planned to Warehouse	Cont. Date 1	Carrier	Order Qty	Transport price
1054794684	CAIU4417139	131347- 131476- 139320- 139328- 139551- 139561- 139564- 139613- 139612- 139654- 139652- 139674- 139740- 139741- 139744- 139743- 139745- 140245- 140254	Kuehne & Nagel	17/9/2023	30/10/2023	Ocean	Chattogram- BD			1		8/11/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	4000	1215
1054866341	TGBU6248290	140088- 140107	Kuehne & Nagel	17/9/2023	30/10/2023	Ocean	Chattogram- BD		1	1		9/11/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	17904	1215
1054777292	TLLU4461115	131347- 131476- 139320- 139328- 139551- 139561- 139564- 139613- 139612- 139654- 139652- 139674- 139740- 139741- 139744- 139743- 139745- 140245- 140254	Kuehne & Nagel	17/9/2023	30/10/2023	Ocean	Chattogram- BD			1		8/11/2023	ZIM INTEGRATED SHIPPING SERVICES LTD.	49608	1215
1055156380	HLBU1629179	135485- 135498- 139403- 140136- 140171- 140205- 140656	Kuehne & Nagel	21/9/2023	4/11/2023	Ocean	Chattogram- BD			1		14/11/2023	Hapag - Lloyd	11080	1215
1055165773	HLBU2474528	135485- 135498- 139403- 140136- 140171- 140205- 140656	Kuehne & Nagel	21/9/2023	4/11/2023	Ocean	Chattogram- BD			1		14/11/2023	Hapag - Lloyd	17901	1215
1055166239	HLBU2474528	140053- 140071- 140108	Kuehne & Nagel	21/9/2023	4/11/2023	Ocean	Chattogram- BD			1		15/11/2023	Hapag - Lloyd	1783	1215
1055119827	HLBU2474528	139405- 139411	Kuehne & Nagel	21/9/2023	4/11/2023	Ocean	Chattogram- BD		1	1		15/11/2023	Hapag - Lloyd	1000	1215
1055165773	HLXU8510390	135485- 135498- 139403- 140136- 140171- 140205- 140656	Kuehne & Nagel	21/9/2023	4/11/2023	Ocean	Chattogram- BD			1		14/11/2023	Hapag - Lloyd	21505	1215
1055117151	GATU8801242	138874- 138864- 138876- 138888- 138891- 138893- 139016- 139013- 139017- 139022- 139026- 139032- 140143	Kuehne & Nagel	23/9/2023	26/10/2023	Ocean	Chattogram- BD			1		31/10/2023	Hapag - Lloyd	28606	1215
1055118038	GATU8801242	138874- 138864- 138876- 138888- 138891- 138893- 139016- 139013- 139017- 139022- 139026- 139032- 140143	Kuehne & Nagel	23/9/2023	26/10/2023	Ocean	Chattogram- BD			1		31/10/2023	Hapag - Lloyd	7200	1215
1055117733	TCNU7140205	139081- 139100- 139107- 139111- 139124- 139121- 139125- 145160- 145176- 145184	Kuehne & Nagel	23/9/2023	26/10/2023	Ocean	Chattogram- BD			1		31/10/2023	Hapag - Lloyd	68301	1215
XM2309016A/01	MRKU0588602	134022- 134064- 133554- 133718- 133850- 139218- 139235	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		8/11/2023	Maersk Line	3540	1650
XM2309016A/01	MRKU2736782	131493- 132917- 139182- 139198- 139205- 139213- 139210- 139220- 139219- 139226- 139222- 139229- 139225	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		8/11/2023	Maersk Line	26400	1650
XM2309016A/02	MRKU0588602	134022- 134064- 133554- 133718- 133850- 139218- 139235	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		8/11/2023	Maersk Line	17001	1650
XM2309016B	MRKU4153660	138988- 139981- 140070	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		3/11/2023	Mediterranean Shipping Company (MSC)	3002	1750
XM2309016B	MSKU9909500	138982- 139025- 139650- 139993- 139989- 140030- 140064- 144506	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		3/11/2023	Mediterranean Shipping Company (MSC)	4250	1750
XM2309016C	CAAU6542184	138963- 139008- 138997- 139021- 139035- 140080	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		2/11/2023	Mediterranean Shipping Company (MSC)	1200	1750
XM2309016C	MRKU2225627	138976- 139030- 144497	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		3/11/2023	Mediterranean Shipping Company (MSC)	5507	1750
XM2309016D/01	BSIU8151551	139164- 139273- 139275- 139515- 139527- 139703- 139777- 139782- 139786- 139785- 139783- 139936- 139933- 139940	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		6/11/2023	Mediterranean Shipping Company (MSC)	9010	1750
XM2309016D/01	HASU4399153	133018- 139278- 139283	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		6/11/2023	Mediterranean Shipping Company (MSC)	6505	1750
XM2309016D/02	BSIU8151551	139164- 139273- 139275- 139515- 139527- 139703- 139777- 139782- 139786- 139785- 139783- 139936- 139933- 139940	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		6/11/2023	Mediterranean Shipping Company (MSC)	4703	1750
XM2309017A/01	TEMU6260762	139368- 139376- 139400- 139404- 140029- 140623	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		7/11/2023	Mediterranean Shipping Company (MSC)	3503	1750
XM2309017A/02	TEMU6260762	139368- 139376- 139400- 139404- 140029- 140623	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		7/11/2023	Mediterranean Shipping Company (MSC)	8500	1750
XM2309017B/01	CAIU9949643	134031- 133625- 133781- 133763- 137650- 137652- 140736	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		31/10/2023	Maersk Line	5390	1650
XM2309017B/01	MSMU7492830	133692- 133704- 133706- 133744- 133733	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		2/11/2023	Maersk Line	5504	1650
XM2309017B/02	CAIU9949643	134031- 133625- 133781- 133763- 137650- 137652- 140736	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		31/10/2023	Maersk Line	2001	1650
XM2309017C	CRSU9196987	139193- 139191- 139238	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		2/11/2023	Maersk Line	16702	1650
XM2309017C	MSCU5378643	132902- 135060- 139203- 139257- 139250- 139249- 139353	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		6/11/2023	Maersk Line	17006	1650
XM2309017F/01	MSNU7490620	139434- 139465- 139467- 140490	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		7/11/2023	Maersk Line	22003	1650
XM2309017F/01	TCNU7879849	139434- 139330- 139464- 140490	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		7/11/2023	Mediterranean Shipping Company (MSC)	7902	1750
XM2309017F/02	MSNU7490620	139434- 139465- 139467- 140490	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		7/11/2023	Mediterranean Shipping Company (MSC)	7502	1750
XM2309017F/02	TCNU7879849	139434- 139330- 139464- 140490	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		7/11/2023	Maersk Line	11476	1650
XM2309017D	MSCU4595881	139424- 139277- 139304- 140816	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		7/11/2023	Maersk Line	21900	1650
XM2309017D	TXGU5335601	139426- 139276- 139292- 139291	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		6/11/2023	Mediterranean Shipping Company (MSC)	6610	1750
XM2309017E/01	DFSU7343258	134026- 134045- 134049- 133544- 133572	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		6/11/2023	Mediterranean Shipping Company (MSC)	6004	1750
XM2309017E/01	FFAU2620106	134429- 133517- 133526- 133539- 139348	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		9/11/2023	Mediterranean Shipping Company (MSC)	1610	1750
XM2309017E/02	FFAU2620106	134429- 133517- 133526- 133539- 139348	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		9/11/2023	Mediterranean Shipping Company (MSC)	5801	1750
XM2309017G	FFAU1963517	130967- 130964- 131018- 131021	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		2/11/2023	Mediterranean Shipping Company (MSC)	800	1750
XM2309017H	TGBU6858590	132891- 139215- 139285- 139299- 139339- 139343- 139373	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		7/11/2023	Mediterranean Shipping Company (MSC)	6300	1750
XM2309017I	MSMU7195636	133604- 133655- 133579- 133581- 140733- 140732	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		2/11/2023	Mediterranean Shipping Company (MSC)	300	1750
XM2309017J/01	TGBU8006340	134554- 138970- 139725- 139729- 139746- 139779- 140432	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		3/11/2023	Mediterranean Shipping Company (MSC)	6110	1750
XM2309017J/02	TGBU8006340	134554- 138970- 139725- 139729- 139746- 139779- 140432	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		3/11/2023	Mediterranean Shipping Company (MSC)	18101	1750
XM2309017K/01	CAIU4077379	134258- 134249- 130987- 130983- 131052- 130990	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		31/10/2023	Mediterranean Shipping Company (MSC)	29977	1750
XM2309017K/02	CAIU4077379	134258- 134249- 130987- 130983- 131052- 130990	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	26/10/2023	Ocean	Xiamen- CN			1		31/10/2023	Mediterranean Shipping Company (MSC)	6501	1750
MLVLC2309045A	TCLU4692040	131037- 131042- 131049	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	30/10/2023	Ocean	Ho Chi Minh City- VN			1		14/11/2023	Mediterranean Shipping Company (MSC)	903	2425
MLVLC2309045B	TCLU4692040	131037- 131042- 131049	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	30/10/2023	Ocean	Ho Chi Minh City- VN			1		14/11/2023	Mediterranean Shipping Company (MSC)	1000	2425
MLVLC2309045C	TCLU4692040	140049- 140069- 140226	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	23/9/2023	30/10/2023	Ocean	Chattogram- BD		1	1		15/11/2023	Mediterranean Shipping Company (MSC)	1201	1775
SHVLC2309156	MRKU0003256	138984- 138986- 140239- 140247- 140253- 140249- 144258	Raminatrans	26/9/2023	3/11/2023	Ocean	Shanghai- CN			1		10/11/2023	Maersk Line	11400	1500
SHVLC2309156	MRKU0533620	144264	Raminatrans	26/9/2023	3/11/2023	Ocean	Shanghai- CN			1		9/11/2023	Maersk Line	10100	1500
MLVLC2309071	MSDU1608248	141180- 141181	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	27/9/2023	2/11/2023	Ocean	Haiphong- VN			1		14/11/2023	Mediterranean Shipping Company (MSC)	2500	2300
MDZ/SKT/VLC/0204	FDCU0228900	134585- 136760- 136770- 139706- 139710- 140051- 140054- 140059- 140353- 140354- 140363- 140365- 140955- 146516	TOTAL FREIGHT	28/9/2023	27/10/2023	Ocean	Karachi- PK		1	1		6/11/2023	Maersk Line	75500	725
MDZ/SKT/VLC/0201	FDCU0228900	134585- 136760- 136770- 139706- 139710- 140051- 140054- 140059- 140353- 140354- 140363- 140365- 140955- 146516	TOTAL FREIGHT	28/9/2023	27/10/2023	Ocean	Karachi- PK			1		6/11/2023	Maersk Line	25550	725
MDZ/SKT/VLC/0202	FDCU0228900	134585- 136760- 136770- 139706- 139710- 140051- 140054- 140059- 140353- 140354- 140363- 140365- 140955- 146516	TOTAL FREIGHT	28/9/2023	27/10/2023	Ocean	Karachi- PK		1	1		6/11/2023	Hapag - Lloyd	12710	725
MDZ/SKT/VLC/0203	FDCU0228900	134585- 136760- 136770- 139706- 139710- 140051- 140054- 140059- 140353- 140354- 140363- 140365- 140955- 146516	TOTAL FREIGHT	28/9/2023	27/10/2023	Ocean	Karachi- PK			1		6/11/2023	Hapag - Lloyd	3000	725
XM2309022A/01	MRKU3617561	139181	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN					13/11/2023	Maersk Line	1300	1650
XM2309022A/01	MRKU5640025	138755- 139171- 139177- 139186- 139244- 139308- 139312	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN			1		13/11/2023	Maersk Line	6200	1650
XM2309022A/02	MRKU5640025	138755- 139171- 139177- 139186- 139244- 139308- 139312	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN			1		13/11/2023	Maersk Line	10500	1650
XM2309022B	MSKU6475040	135993- 136121- 136116- 136129- 137089	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN					13/11/2023	Maersk Line	4670	1650
XM2309022B	MSKU6812938	136156	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN					13/11/2023	Maersk Line	2500	1650
XM2309022C/01	MRKU0467690	131067- 131056- 138632- 138636- 138740- 139039- 139730- 140494	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN			1		9/11/2023	Maersk Line	6891	1650
XM2309022C/01	MSKU8450376	138630- 138633- 138640- 138637- 138813- 138823- 138826- 138816- 138831- 138833- 139037- 139044- 139043- 139653- 139835- 140585	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN			1		10/11/2023	Mediterranean Shipping Company (MSC)	5230	1750
XM2309022C/02	MRKU0467690	131067- 131056- 138632- 138636- 138740- 139039- 139730- 140494	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN			1		9/11/2023	Maersk Line	17114	1650
XM2309022C/03	MRKU0467690	131067- 131056- 138632- 138636- 138740- 139039- 139730- 140494	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN			1		9/11/2023	Maersk Line	13661	1650
XM2309024A	MSCU4586215	139303- 146883	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN					9/11/2023	Maersk Line	22300	1650
XM2309024B/01	TGBU4858971	139254- 139369- 139366- 139379- 139375- 139381- 139388- 139383- 139698- 139696- 139694	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN			1		9/11/2023	Mediterranean Shipping Company (MSC)	7890	1750
XM2309024B/02	TGBU4858971	139254- 139369- 139366- 139379- 139375- 139381- 139388- 139383- 139698- 139696- 139694	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN			1		9/11/2023	Mediterranean Shipping Company (MSC)	1501	1750
XM2309024B/03	TGBU4858971	139254- 139369- 139366- 139379- 139375- 139381- 139388- 139383- 139698- 139696- 139694	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	29/9/2023	3/11/2023	Ocean	Xiamen- CN			1		9/11/2023	Mediterranean Shipping Company (MSC)	3450	1750
1055222053	TGBU4572416	131369- 139239- 139331- 139614- 139660- 139659- 139657- 140246- 140255- 140450- 140456- 140458- 140452- 140454- 140528- 141049- 141055- 141052- 141051- 147928- 147930- 147929- 147936- 147937	Kuehne & Nagel	30/9/2023	11/11/2023	Ocean	Chattogram- BD			1		16/11/2023	Maersk Line	20508	1215
1055288387	TGBU4572416	131369- 139239- 139331- 139614- 139660- 139659- 139657- 140246- 140255- 140450- 140456- 140458- 140452- 140454- 140528- 141049- 141055- 141052- 141051- 147928- 147930- 147929- 147936- 147937	Kuehne & Nagel	30/9/2023	11/11/2023	Ocean	Chattogram- BD		1	1		16/11/2023	Hapag - Lloyd	60000	1215
1055244943	TGBU4572416	131369- 139239- 139331- 139614- 139660- 139659- 139657- 140246- 140255- 140450- 140456- 140458- 140452- 140454- 140528- 141049- 141055- 141052- 141051- 147928- 147930- 147929- 147936- 147937	Kuehne & Nagel	30/9/2023	11/11/2023	Ocean	Chattogram- BD			1		16/11/2023	Maersk Line	68950	1215
1055245599	TGBU4572416	131369- 139239- 139331- 139614- 139660- 139659- 139657- 140246- 140255- 140450- 140456- 140458- 140452- 140454- 140528- 141049- 141055- 141052- 141051- 147928- 147930- 147929- 147936- 147937	Kuehne & Nagel	30/9/2023	11/11/2023	Ocean	Chattogram- BD			1		16/11/2023	Maersk Line	16400	1215
1055288436	CPSU6485241	136809- 136818- 138869- 138886- 139010- 139019- 139033- 139083- 139101- 139109- 139112- 139122- 139127- 139152- 139156- 139155- 139165- 139169- 139176- 139178- 139267- 139262- 139264- 139662- 140459- 140457- 145187	Kuehne & Nagel	1/10/2023	4/11/2023	Ocean	Chattogram- BD			1		14/11/2023	Hapag - Lloyd	33003	1051
1055354301	CPSU6485241	136809- 136818- 138869- 138886- 139010- 139019- 139033- 139083- 139101- 139109- 139112- 139122- 139127- 139152- 139156- 139155- 139165- 139169- 139176- 139178- 139267- 139262- 139264- 139662- 140459- 140457- 145187	Kuehne & Nagel	1/10/2023	4/11/2023	Ocean	Chattogram- BD		1	1		14/11/2023	Hapag - Lloyd	27103	1051
1055353988	CPSU6485241	136809- 136818- 138869- 138886- 139010- 139019- 139033- 139083- 139101- 139109- 139112- 139122- 139127- 139152- 139156- 139155- 139165- 139169- 139176- 139178- 139267- 139262- 139264- 139662- 140459- 140457- 145187	Kuehne & Nagel	1/10/2023	4/11/2023	Ocean	Chattogram- BD			1		14/11/2023	Hapag - Lloyd	1350	1051
NBH0923SD12260	MRKU4331422	125039- 125079- 135445- 135787- 135813- 138901- 139454	Raminatrans	1/10/2023	11/11/2023	Ocean	Ningbo- CN			1		16/11/2023	Maersk Line	28300	1500
NBH0923SL12392	MRKU4331422	125039- 125079- 135445- 135787- 135813- 138901- 139454	Raminatrans	1/10/2023	11/11/2023	Ocean	Ningbo- CN			1		16/11/2023	Hapag - Lloyd	15300	1500
ME233256/01	GESU6195877	138990- 139001- 138996- 138995- 139118- 139119- 139120- 140256- 140579- 140619	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		14/11/2023	Maersk Line	38610	1500
ME233256/01	TEMU6235498	138783- 138994- 139042- 139049- 139045- 139051- 139055- 139059- 139079- 139082- 139090- 139115- 139116- 146733	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		14/11/2023	Maersk Line	5751	1500
ME233253/01	HLBU1428472	137485- 139084	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		17/11/2023	Maersk Line	26756	1500
ME233253/01	TRHU7406428	136417- 136419- 136414- 136423- 136421- 136436- 139084- 139957- 139960	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		16/11/2023	Hapag - Lloyd	26394	1500
ME233250/02	BMOU5758947	137283- 138882- 139634- 139629- 139643- 139888- 139882	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		15/11/2023	Hapag - Lloyd	13092	1500
ME233250/02	FANU1874603	139881- 139880- 139893- 139898- 139903	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		15/11/2023	Hapag - Lloyd	2756	1500
ME233248/02	FANU1028009	137258- 142098	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		18/11/2023	Hapag - Lloyd	3970	1500
ME233248/02	TCNU1819879	137258- 137266	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		17/11/2023	Hapag - Lloyd	2300	1500
ME233248/01	FANU1028009	137258- 142098	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		18/11/2023	Hapag - Lloyd	13100	1500
ME233245/01	TCNU3703949	136828- 136994- 137613- 137611- 137612- 137616- 137618- 139489- 140041- 140119	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN		1			14/11/2023	Maersk Line	19700	1500
ME233245/02	TCNU3703949	136828- 136994- 137613- 137611- 137612- 137616- 137618- 139489- 140041- 140119	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN		1			14/11/2023	Ocean Network Express Pte. Ltd.	26000	1500
ME233245/03	TCNU3703949	136828- 136994- 137613- 137611- 137612- 137616- 137618- 139489- 140041- 140119	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN		1			14/11/2023	Ocean Network Express Pte. Ltd.	19300	1500
ME233245/04	TCNU3703949	136828- 136994- 137613- 137611- 137612- 137616- 137618- 139489- 140041- 140119	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN		1			14/11/2023	Ocean Network Express Pte. Ltd.	7651	1500
ME233245/05	TCNU3703949	136828- 136994- 137613- 137611- 137612- 137616- 137618- 139489- 140041- 140119	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN		1			14/11/2023	Ocean Network Express Pte. Ltd.	5550	1500
ME233245/05	UACU5418670	136005- 139157- 140091- 140151- 140155- 140179- 140197	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN		1	1		14/11/2023	Maersk Line	10291	1500
ME233253/02	TRHU7406428	136417- 136419- 136414- 136423- 136421- 136436- 139084- 139957- 139960	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		16/11/2023	Maersk Line	25568	1500
ME233253/03	TRHU7406428	136417- 136419- 136414- 136423- 136421- 136436- 139084- 139957- 139960	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		16/11/2023	Maersk Line	12360	1500
ME233245/06	UACU5418670	136005- 139157- 140091- 140151- 140155- 140179- 140197	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN		1	1		14/11/2023	Hapag - Lloyd	9330	1500
ME233250/01	BMOU5758947	137283- 138882- 139634- 139629- 139643- 139888- 139882	Raminatrans	1/10/2023	11/11/2023	Ocean	Shanghai- CN			1		15/11/2023	Hapag - Lloyd	36262	1500
ME233048/08	FANU1295793	135841- 139096- 139233- 140375	Raminatrans	2/10/2023	6/11/2023	Ocean	Yantian- CN					13/11/2023	Hapag - Lloyd	1700	1500
ME233048/09	FANU1295793	135841- 139096- 139233- 140375	Raminatrans	2/10/2023	6/11/2023	Ocean	Yantian- CN					13/11/2023	Hapag - Lloyd	5804	1500
1055481829	BSIU9097671	139675- 139742- 140657- 140660	Kuehne & Nagel	8/10/2023	17/11/2023	Ocean	Chattogram- BD			1		23/11/2023	Hapag - Lloyd	3001	1051
1055481094	BMOU4021596	138886- 139152- 140110- 140154- 140206- 140235- 140666- 140665- 147921- 147918- 147916- 147919	Kuehne & Nagel	8/10/2023	17/11/2023	Ocean	Chattogram- BD			1		22/11/2023	Hapag - Lloyd	30002	1051
1055481094	SEGU5674756	140162- 140175- 147925- 147924- 147926- 147927	Kuehne & Nagel	8/10/2023	17/11/2023	Ocean	Chattogram- BD			1		24/11/2023	Hapag - Lloyd	5000	1051
1055415271	BSIU9097671	139675- 139742- 140657- 140660	Kuehne & Nagel	8/10/2023	17/11/2023	Ocean	Chattogram- BD			1		23/11/2023	Hapag - Lloyd	17607	1051
1055481690	SEGU5674756	140162- 140175- 147925- 147924- 147926- 147927	Kuehne & Nagel	8/10/2023	17/11/2023	Ocean	Chattogram- BD			1		24/11/2023	OCEAN NETWORK EXPRESS	17460	1051
SFPC2310132273	MSDU5863160	136039- 136046- 136091- 136224- 136225- 136412- 136422	Raminatrans	10/10/2023	26/10/2023	Ocean	Tuticorin- IN			1		6/11/2023	Mediterranean Shipping Company (MSC)	8508	1050
XM2310003A	HASU4832664	140012- 140031- 140065- 140072- 140129- 140142- 140152- 140160- 140557- 140646	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		22/11/2023	Mediterranean Shipping Company (MSC)	6000	1450
XM2310003A	MRKU5146516	139682- 139728- 139755- 139759- 139781- 140022- 140556- 140565- 140625- 140654- 141395- 141196	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		23/11/2023	Mediterranean Shipping Company (MSC)	3800	1450
XM2310003B	MSKU0752868	139409- 139395- 139762- 139764- 139776- 139778- 139994- 139990- 140617- 140618- 140664- 141408- 141406- 141398	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN					27/11/2023	Maersk Line	23404	1650
XM2310003B	SUDU8823046	134557- 138971- 139009- 138998- 139342- 139352- 139365- 140075- 140081- 140651	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN		1	1		24/11/2023	Maersk Line	13440	1650
XM2310003C/02	HASU5177058	136158	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		22/11/2023	Mediterranean Shipping Company (MSC)	2401	1450
XM2310003C/02	MRKU0506163	135105- 135108- 136119- 139521- 139615- 139622- 139661- 141389- 141203- 141388- 141206- 141194- 141193- 141190	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		23/11/2023	Mediterranean Shipping Company (MSC)	2800	1450
XM2310003C/01	MRKU0506163	135105- 135108- 136119- 139521- 139615- 139622- 139661- 141389- 141203- 141388- 141206- 141194- 141193- 141190	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		23/11/2023	Mediterranean Shipping Company (MSC)	13400	1450
XM2310005A/01	MEDU7251968	139350- 139386- 139532- 139977- 140029	OPERACIONES INTERNACIONALES MAS ASOCIADOS- S.L	13/10/2023	16/11/2023	Ocean	Xiamen- CN			1		20/11/2023	Mediterranean Shipping Company (MSC)	4400	1450
